SKU,Vendor,Order quantity,Cost per unit,Order date,Expected delivery,Actual delivery,Lead time
SKU-JAC-0027,StitchWorks India,60,1871,2024-08-18,2024-09-29,2024-09-30,43
SKU-PAN-0028,Apex Fashions,56,1317,2024-08-18,2024-10-05,2024-10-06,49
SKU-TSH-0029,KnitCraft Studio,42,701,2024-08-18,2024-10-06,2024-10-08,51
SKU-JAC-0031,WestCo Garments,40,1800,2024-08-18,2024-10-08,2024-10-11,54
SKU-SHO-0033,KnitCraft Studio,59,758,2024-08-18,2024-09-27,2024-09-27,40
SKU-PAN-0034,UrbanWeave Co.,40,1051,2024-08-18,2024-09-23,2024-09-23,36
SKU-CRO-0035,Apex Fashions,43,721,2024-08-18,2024-10-04,2024-10-09,52
SKU-PAN-0047,WestCo Garments,57,959,2024-08-18,2024-10-07,2024-10-10,53
SKU-SHI-0052,StitchWorks India,52,1141,2024-08-18,2024-09-24,2024-09-26,39
SKU-JAC-0053,Apex Fashions,40,1660,2024-08-18,2024-09-16,2024-09-19,32
SKU-PAN-0002,Apex Fashions,226,982,2024-08-25,2024-10-19,2024-10-20,56
SKU-CRO-0007,Apex Fashions,81,818,2024-08-25,2024-10-13,2024-10-15,51
SKU-TSH-0012,UrbanWeave Co.,78,715,2024-08-25,2024-10-18,2024-10-20,56
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-08-25,2024-10-12,2024-10-15,51
SKU-PAN-0021,Apex Fashions,40,1216,2024-08-25,2024-09-28,2024-09-29,35
SKU-SHO-0023,WestCo Garments,43,668,2024-08-25,2024-09-24,2024-09-29,35
SKU-SHI-0024,KnitCraft Studio,40,854,2024-08-25,2024-10-18,2024-10-23,59
SKU-JAC-0025,StitchWorks India,40,1639,2024-08-25,2024-10-06,2024-10-11,47
SKU-TSH-0032,WestCo Garments,40,627,2024-08-25,2024-10-20,2024-10-25,61
SKU-CRO-0048,Apex Fashions,46,736,2024-08-25,2024-10-10,2024-10-11,47
SKU-SHI-0003,KnitCraft Studio,164,1004,2024-09-01,2024-10-05,2024-10-06,35
SKU-PAN-0022,KnitCraft Studio,44,1076,2024-09-01,2024-10-21,2024-10-24,53
SKU-CRO-0037,StitchWorks India,50,657,2024-09-01,2024-10-25,2024-10-25,54
SKU-CRO-0043,WestCo Garments,48,677,2024-09-01,2024-10-16,2024-10-16,45
SKU-JAC-0044,StitchWorks India,44,1860,2024-09-01,2024-10-01,2024-10-06,35
SKU-TSH-0004,StitchWorks India,124,539,2024-09-08,2024-10-25,2024-10-25,47
SKU-SHI-0006,KnitCraft Studio,59,1097,2024-09-08,2024-10-11,2024-10-12,34
SKU-PAN-0008,StitchWorks India,78,1152,2024-09-08,2024-10-31,2024-10-31,53
SKU-PAN-0009,KnitCraft Studio,77,1008,2024-09-08,2024-10-20,2024-10-22,44
SKU-TSH-0010,WestCo Garments,40,782,2024-09-08,2024-10-31,2024-10-31,53
SKU-SHO-0011,WestCo Garments,74,761,2024-09-08,2024-10-08,2024-10-09,31
SKU-PAN-0016,KnitCraft Studio,50,970,2024-09-08,2024-10-25,2024-10-25,47
SKU-PAN-0018,Apex Fashions,42,1176,2024-09-08,2024-10-22,2024-10-25,47
SKU-PAN-0026,WestCo Garments,40,1332,2024-09-08,2024-10-08,2024-10-11,33
SKU-CRO-0030,WestCo Garments,40,621,2024-09-08,2024-10-27,2024-10-27,49
SKU-CRO-0038,WestCo Garments,62,1060,2024-09-08,2024-10-17,2024-10-17,39
SKU-SHO-0039,UrbanWeave Co.,50,809,2024-09-08,2024-10-14,2024-10-16,38
SKU-SHI-0051,StitchWorks India,40,928,2024-09-08,2024-10-28,2024-10-30,52
SKU-SHI-0054,KnitCraft Studio,40,963,2024-09-08,2024-10-10,2024-10-15,37
SKU-SHI-0001,UrbanWeave Co.,386,705,2024-09-15,2024-11-07,2024-11-12,58
SKU-CRO-0005,StitchWorks India,98,846,2024-09-15,2024-10-16,2024-10-16,31
SKU-SHI-0013,UrbanWeave Co.,72,1227,2024-09-15,2024-11-03,2024-11-06,52
SKU-CRO-0014,Apex Fashions,70,756,2024-09-15,2024-10-19,2024-10-24,39
SKU-SHI-0015,Apex Fashions,44,940,2024-09-15,2024-10-13,2024-10-16,31
SKU-CRO-0019,StitchWorks India,40,726,2024-09-15,2024-10-21,2024-10-24,39
SKU-PAN-0020,WestCo Garments,70,1163,2024-09-15,2024-11-01,2024-11-06,52
SKU-JAC-0027,StitchWorks India,40,1871,2024-09-15,2024-10-17,2024-10-17,32
SKU-PAN-0028,Apex Fashions,52,1317,2024-09-15,2024-10-21,2024-10-23,38
SKU-TSH-0029,KnitCraft Studio,56,701,2024-09-15,2024-11-01,2024-11-06,52
SKU-JAC-0031,WestCo Garments,62,1800,2024-09-15,2024-11-02,2024-11-02,48
SKU-SHO-0033,KnitCraft Studio,40,758,2024-09-15,2024-10-16,2024-10-18,33
SKU-PAN-0034,UrbanWeave Co.,40,1051,2024-09-15,2024-10-28,2024-10-28,43
SKU-CRO-0035,Apex Fashions,40,721,2024-09-15,2024-11-07,2024-11-07,53
SKU-PAN-0047,WestCo Garments,56,959,2024-09-15,2024-11-07,2024-11-08,54
SKU-SHI-0052,StitchWorks India,40,1141,2024-09-15,2024-10-14,2024-10-17,32
SKU-JAC-0053,Apex Fashions,40,1660,2024-09-15,2024-11-02,2024-11-03,49
SKU-PAN-0002,Apex Fashions,164,982,2024-09-22,2024-10-29,2024-10-30,38
SKU-CRO-0007,Apex Fashions,90,818,2024-09-22,2024-11-17,2024-11-19,58
SKU-TSH-0012,UrbanWeave Co.,44,715,2024-09-22,2024-10-29,2024-10-29,37
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-09-22,2024-11-10,2024-11-13,52
SKU-PAN-0021,Apex Fashions,56,1216,2024-09-22,2024-11-09,2024-11-14,53
SKU-SHO-0023,WestCo Garments,44,668,2024-09-22,2024-10-29,2024-11-01,40
SKU-SHI-0024,KnitCraft Studio,44,854,2024-09-22,2024-10-23,2024-10-26,34
SKU-JAC-0025,StitchWorks India,60,1639,2024-09-22,2024-11-02,2024-11-07,46
SKU-TSH-0032,WestCo Garments,40,627,2024-09-22,2024-11-14,2024-11-14,53
SKU-CRO-0048,Apex Fashions,40,736,2024-09-22,2024-11-03,2024-11-04,43
SKU-SHI-0003,KnitCraft Studio,115,1004,2024-09-29,2024-11-16,2024-11-17,49
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-09-29,2024-11-18,2024-11-18,50
SKU-CRO-0037,StitchWorks India,63,657,2024-09-29,2024-11-07,2024-11-07,39
SKU-CRO-0043,WestCo Garments,40,677,2024-09-29,2024-10-31,2024-11-05,37
SKU-JAC-0044,StitchWorks India,64,1860,2024-09-29,2024-10-28,2024-10-31,32
SKU-TSH-0004,StitchWorks India,121,539,2024-10-06,2024-11-09,2024-11-11,36
SKU-SHI-0006,KnitCraft Studio,64,1097,2024-10-06,2024-11-25,2024-11-25,50
SKU-PAN-0008,StitchWorks India,67,1152,2024-10-06,2024-12-01,2024-12-01,56
SKU-PAN-0009,KnitCraft Studio,59,1008,2024-10-06,2024-11-12,2024-11-12,37
SKU-TSH-0010,WestCo Garments,59,782,2024-10-06,2024-11-06,2024-11-11,36
SKU-SHO-0011,WestCo Garments,59,761,2024-10-06,2024-11-28,2024-11-30,55
SKU-PAN-0016,KnitCraft Studio,40,970,2024-10-06,2024-11-17,2024-11-20,45
SKU-PAN-0018,Apex Fashions,50,1176,2024-10-06,2024-11-13,2024-11-15,40
SKU-PAN-0026,WestCo Garments,54,1332,2024-10-06,2024-11-08,2024-11-08,33
SKU-CRO-0030,WestCo Garments,40,621,2024-10-06,2024-11-19,2024-11-24,49
SKU-CRO-0038,WestCo Garments,43,1060,2024-10-06,2024-11-19,2024-11-19,44
SKU-SHO-0039,UrbanWeave Co.,66,809,2024-10-06,2024-11-10,2024-11-10,35
SKU-SHI-0051,StitchWorks India,40,928,2024-10-06,2024-11-21,2024-11-21,46
SKU-SHI-0054,KnitCraft Studio,45,963,2024-10-06,2024-11-13,2024-11-13,38
SKU-SHI-0001,UrbanWeave Co.,378,705,2024-10-13,2024-11-28,2024-12-01,49
SKU-CRO-0005,StitchWorks India,74,846,2024-10-13,2024-12-05,2024-12-10,58
SKU-SHI-0013,UrbanWeave Co.,40,1227,2024-10-13,2024-11-28,2024-12-01,49
SKU-CRO-0014,Apex Fashions,82,756,2024-10-13,2024-11-16,2024-11-17,35
SKU-SHI-0015,Apex Fashions,75,940,2024-10-13,2024-11-17,2024-11-17,35
SKU-CRO-0019,StitchWorks India,40,726,2024-10-13,2024-12-08,2024-12-08,56
SKU-PAN-0020,WestCo Garments,43,1163,2024-10-13,2024-11-29,2024-12-01,49
SKU-JAC-0027,StitchWorks India,66,1871,2024-10-13,2024-11-12,2024-11-12,30
SKU-PAN-0028,Apex Fashions,51,1317,2024-10-13,2024-11-27,2024-11-28,46
SKU-TSH-0029,KnitCraft Studio,40,701,2024-10-13,2024-11-23,2024-11-23,41
SKU-JAC-0031,WestCo Garments,40,1800,2024-10-13,2024-11-13,2024-11-13,31
SKU-SHO-0033,KnitCraft Studio,52,758,2024-10-13,2024-11-13,2024-11-16,34
SKU-PAN-0034,UrbanWeave Co.,40,1051,2024-10-13,2024-11-12,2024-11-13,31
SKU-CRO-0035,Apex Fashions,54,721,2024-10-13,2024-11-17,2024-11-18,36
SKU-PAN-0047,WestCo Garments,56,959,2024-10-13,2024-11-13,2024-11-15,33
SKU-SHI-0052,StitchWorks India,46,1141,2024-10-13,2024-11-25,2024-11-25,43
SKU-JAC-0053,Apex Fashions,40,1660,2024-10-13,2024-11-18,2024-11-18,36
SKU-PAN-0002,Apex Fashions,182,982,2024-10-20,2024-12-09,2024-12-12,53
SKU-CRO-0007,Apex Fashions,76,818,2024-10-20,2024-11-22,2024-11-23,34
SKU-TSH-0012,UrbanWeave Co.,40,715,2024-10-20,2024-12-02,2024-12-02,43
SKU-SHI-0017,UrbanWeave Co.,64,842,2024-10-20,2024-11-20,2024-11-25,36
SKU-PAN-0021,Apex Fashions,45,1216,2024-10-20,2024-11-17,2024-11-17,28
SKU-SHO-0023,WestCo Garments,56,668,2024-10-20,2024-12-05,2024-12-05,46
SKU-SHI-0024,KnitCraft Studio,54,854,2024-10-20,2024-11-29,2024-12-01,42
SKU-JAC-0025,StitchWorks India,40,1639,2024-10-20,2024-12-01,2024-12-01,42
SKU-TSH-0032,WestCo Garments,40,627,2024-10-20,2024-11-28,2024-11-28,39
SKU-SHO-0040,WestCo Garments,66,711,2024-10-20,2024-12-02,2024-12-05,46
SKU-CRO-0048,Apex Fashions,40,736,2024-10-20,2024-11-23,2024-11-23,34
SKU-SHI-0003,KnitCraft Studio,143,1004,2024-10-27,2024-12-04,2024-12-05,39
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-10-27,2024-12-19,2024-12-19,53
SKU-SHI-0036,WestCo Garments,52,998,2024-10-27,2024-11-29,2024-12-01,35
SKU-CRO-0037,StitchWorks India,58,657,2024-10-27,2024-12-02,2024-12-02,36
SKU-CRO-0043,WestCo Garments,40,677,2024-10-27,2024-12-06,2024-12-07,41
SKU-JAC-0044,StitchWorks India,40,1860,2024-10-27,2024-11-30,2024-12-01,35
SKU-TSH-0004,StitchWorks India,148,539,2024-11-03,2024-12-07,2024-12-12,39
SKU-SHI-0006,KnitCraft Studio,90,1097,2024-11-03,2024-12-25,2024-12-28,55
SKU-PAN-0008,StitchWorks India,102,1152,2024-11-03,2024-12-29,2024-12-30,57
SKU-PAN-0009,KnitCraft Studio,72,1008,2024-11-03,2024-12-14,2024-12-15,42
SKU-TSH-0010,WestCo Garments,89,782,2024-11-03,2024-12-04,2024-12-09,36
SKU-SHO-0011,WestCo Garments,74,761,2024-11-03,2024-12-25,2024-12-27,54
SKU-PAN-0016,KnitCraft Studio,66,970,2024-11-03,2024-12-21,2024-12-21,48
SKU-PAN-0018,Apex Fashions,80,1176,2024-11-03,2024-12-11,2024-12-11,38
SKU-PAN-0026,WestCo Garments,40,1332,2024-11-03,2024-12-13,2024-12-14,41
SKU-CRO-0030,WestCo Garments,48,621,2024-11-03,2024-12-28,2024-12-31,58
SKU-CRO-0038,WestCo Garments,53,1060,2024-11-03,2024-12-14,2024-12-14,41
SKU-SHO-0039,UrbanWeave Co.,64,809,2024-11-03,2024-12-11,2024-12-11,38
SKU-SHI-0051,StitchWorks India,41,928,2024-11-03,2024-12-07,2024-12-08,35
SKU-SHI-0054,KnitCraft Studio,40,963,2024-11-03,2024-12-08,2024-12-11,38
SKU-SHI-0001,UrbanWeave Co.,546,705,2024-11-10,2024-12-21,2024-12-21,41
SKU-CRO-0005,StitchWorks India,122,846,2024-11-10,2024-12-09,2024-12-09,29
SKU-SHI-0013,UrbanWeave Co.,46,1227,2024-11-10,2025-01-01,2025-01-02,53
SKU-CRO-0014,Apex Fashions,80,756,2024-11-10,2024-12-08,2024-12-09,29
SKU-SHI-0015,Apex Fashions,40,940,2024-11-10,2024-12-21,2024-12-21,41
SKU-CRO-0019,StitchWorks India,40,726,2024-11-10,2024-12-08,2024-12-09,29
SKU-PAN-0020,WestCo Garments,48,1163,2024-11-10,2024-12-23,2024-12-24,44
SKU-JAC-0027,StitchWorks India,74,1871,2024-11-10,2025-01-03,2025-01-08,59
SKU-PAN-0028,Apex Fashions,42,1317,2024-11-10,2024-12-30,2025-01-02,53
SKU-TSH-0029,KnitCraft Studio,45,701,2024-11-10,2024-12-26,2024-12-28,48
SKU-JAC-0031,WestCo Garments,51,1800,2024-11-10,2024-12-14,2024-12-14,34
SKU-SHO-0033,KnitCraft Studio,40,758,2024-11-10,2024-12-20,2024-12-22,42
SKU-PAN-0034,UrbanWeave Co.,59,1051,2024-11-10,2024-12-17,2024-12-17,37
SKU-CRO-0035,Apex Fashions,40,721,2024-11-10,2024-12-12,2024-12-15,35
SKU-CRO-0042,KnitCraft Studio,40,653,2024-11-10,2024-12-25,2024-12-26,46
SKU-PAN-0047,WestCo Garments,50,959,2024-11-10,2024-12-13,2024-12-15,35
SKU-SHI-0052,StitchWorks India,40,1141,2024-11-10,2024-12-26,2024-12-28,48
SKU-JAC-0053,Apex Fashions,40,1660,2024-11-10,2024-12-19,2024-12-24,44
SKU-PAN-0002,Apex Fashions,244,982,2024-11-17,2024-12-22,2024-12-22,35
SKU-CRO-0007,Apex Fashions,74,818,2024-11-17,2024-12-27,2024-12-30,43
SKU-TSH-0012,UrbanWeave Co.,40,715,2024-11-17,2025-01-12,2025-01-14,58
SKU-SHI-0017,UrbanWeave Co.,40,842,2024-11-17,2025-01-06,2025-01-06,50
SKU-PAN-0021,Apex Fashions,52,1216,2024-11-17,2025-01-10,2025-01-11,55
SKU-SHO-0023,WestCo Garments,40,668,2024-11-17,2024-12-25,2024-12-27,40
SKU-SHI-0024,KnitCraft Studio,40,854,2024-11-17,2024-12-22,2024-12-23,36
SKU-JAC-0025,StitchWorks India,40,1639,2024-11-17,2025-01-12,2025-01-13,57
SKU-TSH-0032,WestCo Garments,54,627,2024-11-17,2024-12-15,2024-12-18,31
SKU-SHO-0040,WestCo Garments,42,711,2024-11-17,2024-12-29,2024-12-31,44
SKU-CRO-0048,Apex Fashions,45,736,2024-11-17,2024-12-16,2024-12-16,29
SKU-SHI-0003,KnitCraft Studio,164,1004,2024-11-24,2025-01-12,2025-01-12,49
SKU-PAN-0022,KnitCraft Studio,63,1076,2024-11-24,2025-01-05,2025-01-05,42
SKU-CRO-0037,StitchWorks India,60,657,2024-11-24,2024-12-26,2024-12-26,32
SKU-CRO-0043,WestCo Garments,40,677,2024-11-24,2024-12-30,2024-12-30,36
SKU-JAC-0044,StitchWorks India,58,1860,2024-11-24,2024-12-23,2024-12-23,29
SKU-TSH-0004,StitchWorks India,108,539,2024-12-01,2025-01-19,2025-01-21,51
SKU-SHI-0006,KnitCraft Studio,60,1097,2024-12-01,2025-01-03,2025-01-04,34
SKU-PAN-0008,StitchWorks India,90,1152,2024-12-01,2025-01-18,2025-01-23,53
SKU-PAN-0009,KnitCraft Studio,48,1008,2024-12-01,2025-01-10,2025-01-10,40
SKU-TSH-0010,WestCo Garments,44,782,2024-12-01,2025-01-23,2025-01-25,55
SKU-SHO-0011,WestCo Garments,50,761,2024-12-01,2025-01-26,2025-01-28,58
SKU-PAN-0016,KnitCraft Studio,40,970,2024-12-01,2025-01-19,2025-01-20,50
SKU-PAN-0018,Apex Fashions,52,1176,2024-12-01,2025-01-24,2025-01-29,59
SKU-PAN-0026,WestCo Garments,40,1332,2024-12-01,2025-01-24,2025-01-26,56
SKU-CRO-0030,WestCo Garments,44,621,2024-12-01,2025-01-17,2025-01-17,47
SKU-CRO-0038,WestCo Garments,45,1060,2024-12-01,2025-01-11,2025-01-11,41
SKU-SHO-0039,UrbanWeave Co.,40,809,2024-12-01,2025-01-26,2025-01-26,56
SKU-SHI-0051,StitchWorks India,64,928,2024-12-01,2024-12-29,2025-01-03,33
SKU-SHI-0054,KnitCraft Studio,48,963,2024-12-01,2025-01-12,2025-01-14,44
SKU-SHI-0001,UrbanWeave Co.,380,705,2024-12-08,2025-01-13,2025-01-16,39
SKU-CRO-0005,StitchWorks India,75,846,2024-12-08,2025-01-16,2025-01-16,39
SKU-SHI-0013,UrbanWeave Co.,40,1227,2024-12-08,2025-01-24,2025-01-25,48
SKU-CRO-0014,Apex Fashions,64,756,2024-12-08,2025-01-29,2025-01-29,52
SKU-SHI-0015,Apex Fashions,42,940,2024-12-08,2025-01-20,2025-01-25,48
SKU-CRO-0019,StitchWorks India,54,726,2024-12-08,2025-01-28,2025-02-02,56
SKU-PAN-0020,WestCo Garments,40,1163,2024-12-08,2025-01-06,2025-01-08,31
SKU-JAC-0027,StitchWorks India,40,1871,2024-12-08,2025-01-14,2025-01-17,40
SKU-PAN-0028,Apex Fashions,40,1317,2024-12-08,2025-01-30,2025-02-01,55
SKU-TSH-0029,KnitCraft Studio,63,701,2024-12-08,2025-01-09,2025-01-12,35
SKU-JAC-0031,WestCo Garments,68,1800,2024-12-08,2025-01-16,2025-01-16,39
SKU-SHO-0033,KnitCraft Studio,40,758,2024-12-08,2025-02-02,2025-02-05,59
SKU-PAN-0034,UrbanWeave Co.,70,1051,2024-12-08,2025-01-07,2025-01-12,35
SKU-CRO-0035,Apex Fashions,52,721,2024-12-08,2025-01-07,2025-01-09,32
SKU-SHI-0036,WestCo Garments,45,998,2024-12-08,2025-02-01,2025-02-04,58
SKU-CRO-0042,KnitCraft Studio,40,653,2024-12-08,2025-01-19,2025-01-19,42
SKU-PAN-0047,WestCo Garments,40,959,2024-12-08,2025-01-31,2025-02-02,56
SKU-SHI-0052,StitchWorks India,42,1141,2024-12-08,2025-01-11,2025-01-16,39
SKU-JAC-0053,Apex Fashions,40,1660,2024-12-08,2025-01-09,2025-01-12,35
SKU-PAN-0002,Apex Fashions,185,982,2024-12-15,2025-02-05,2025-02-06,53
SKU-CRO-0007,Apex Fashions,90,818,2024-12-15,2025-02-06,2025-02-06,53
SKU-TSH-0012,UrbanWeave Co.,64,715,2024-12-15,2025-01-25,2025-01-25,41
SKU-SHI-0017,UrbanWeave Co.,46,842,2024-12-15,2025-02-07,2025-02-10,57
SKU-PAN-0021,Apex Fashions,52,1216,2024-12-15,2025-02-08,2025-02-08,55
SKU-SHO-0023,WestCo Garments,40,668,2024-12-15,2025-01-14,2025-01-17,33
SKU-SHI-0024,KnitCraft Studio,40,854,2024-12-15,2025-01-21,2025-01-23,39
SKU-JAC-0025,StitchWorks India,62,1639,2024-12-15,2025-01-21,2025-01-22,38
SKU-TSH-0032,WestCo Garments,40,627,2024-12-15,2025-02-04,2025-02-06,53
SKU-SHO-0040,WestCo Garments,40,711,2024-12-15,2025-02-02,2025-02-04,51
SKU-CRO-0048,Apex Fashions,40,736,2024-12-15,2025-02-07,2025-02-12,59
SKU-SHI-0003,KnitCraft Studio,160,1004,2024-12-22,2025-02-14,2025-02-17,57
SKU-PAN-0022,KnitCraft Studio,40,1076,2024-12-22,2025-02-10,2025-02-11,51
SKU-CRO-0037,StitchWorks India,44,657,2024-12-22,2025-01-22,2025-01-22,31
SKU-CRO-0043,WestCo Garments,40,677,2024-12-22,2025-01-31,2025-02-01,41
SKU-JAC-0044,StitchWorks India,43,1860,2024-12-22,2025-01-21,2025-01-21,30
SKU-TSH-0004,StitchWorks India,138,539,2024-12-29,2025-02-02,2025-02-02,35
SKU-SHI-0006,KnitCraft Studio,92,1097,2024-12-29,2025-02-08,2025-02-11,44
SKU-PAN-0008,StitchWorks India,87,1152,2024-12-29,2025-02-05,2025-02-05,38
SKU-PAN-0009,KnitCraft Studio,56,1008,2024-12-29,2025-02-20,2025-02-22,55
SKU-TSH-0010,WestCo Garments,76,782,2024-12-29,2025-01-29,2025-02-01,34
SKU-SHO-0011,WestCo Garments,62,761,2024-12-29,2025-02-04,2025-02-06,39
SKU-PAN-0016,KnitCraft Studio,65,970,2024-12-29,2025-02-10,2025-02-12,45
SKU-PAN-0018,Apex Fashions,55,1176,2024-12-29,2025-02-17,2025-02-17,50
SKU-PAN-0026,WestCo Garments,40,1332,2024-12-29,2025-02-05,2025-02-10,43
SKU-CRO-0030,WestCo Garments,40,621,2024-12-29,2025-02-17,2025-02-17,50
SKU-CRO-0038,WestCo Garments,62,1060,2024-12-29,2025-02-08,2025-02-08,41
SKU-SHO-0039,UrbanWeave Co.,58,809,2024-12-29,2025-02-20,2025-02-22,55
SKU-SHI-0051,StitchWorks India,48,928,2024-12-29,2025-02-03,2025-02-03,36
SKU-SHI-0054,KnitCraft Studio,40,963,2024-12-29,2025-02-10,2025-02-12,45
SKU-SHI-0001,UrbanWeave Co.,428,705,2025-01-05,2025-02-13,2025-02-15,41
SKU-CRO-0005,StitchWorks India,112,846,2025-01-05,2025-02-10,2025-02-11,37
SKU-SHI-0013,UrbanWeave Co.,44,1227,2025-01-05,2025-02-26,2025-02-26,52
SKU-CRO-0014,Apex Fashions,68,756,2025-01-05,2025-02-08,2025-02-11,37
SKU-SHI-0015,Apex Fashions,74,940,2025-01-05,2025-02-02,2025-02-07,33
SKU-CRO-0019,StitchWorks India,45,726,2025-01-05,2025-02-28,2025-03-03,57
SKU-PAN-0020,WestCo Garments,56,1163,2025-01-05,2025-02-24,2025-02-27,53
SKU-JAC-0027,StitchWorks India,66,1871,2025-01-05,2025-03-01,2025-03-01,55
SKU-PAN-0028,Apex Fashions,70,1317,2025-01-05,2025-02-28,2025-02-28,54
SKU-TSH-0029,KnitCraft Studio,46,701,2025-01-05,2025-02-19,2025-02-22,48
SKU-JAC-0031,WestCo Garments,40,1800,2025-01-05,2025-02-05,2025-02-10,36
SKU-SHO-0033,KnitCraft Studio,47,758,2025-01-05,2025-02-22,2025-02-23,49
SKU-PAN-0034,UrbanWeave Co.,40,1051,2025-01-05,2025-02-09,2025-02-09,35
SKU-CRO-0035,Apex Fashions,40,721,2025-01-05,2025-02-28,2025-03-05,59
SKU-SHI-0036,WestCo Garments,68,998,2025-01-05,2025-02-10,2025-02-12,38
SKU-CRO-0042,KnitCraft Studio,40,653,2025-01-05,2025-02-15,2025-02-16,42
SKU-JAC-0046,StitchWorks India,40,1896,2025-01-05,2025-02-12,2025-02-12,38
SKU-PAN-0047,WestCo Garments,62,959,2025-01-05,2025-02-22,2025-02-23,49
SKU-SHI-0052,StitchWorks India,40,1141,2025-01-05,2025-02-27,2025-03-02,56
SKU-JAC-0053,Apex Fashions,40,1660,2025-01-05,2025-02-21,2025-02-24,50
SKU-PAN-0002,Apex Fashions,240,982,2025-01-12,2025-02-09,2025-02-09,28
SKU-CRO-0007,Apex Fashions,70,818,2025-01-12,2025-03-03,2025-03-05,52
SKU-TSH-0012,UrbanWeave Co.,58,715,2025-01-12,2025-02-16,2025-02-18,37
SKU-SHI-0017,UrbanWeave Co.,60,842,2025-01-12,2025-02-14,2025-02-15,34
SKU-PAN-0021,Apex Fashions,40,1216,2025-01-12,2025-02-24,2025-02-24,43
SKU-SHO-0023,WestCo Garments,69,668,2025-01-12,2025-02-27,2025-02-28,47
SKU-SHI-0024,KnitCraft Studio,40,854,2025-01-12,2025-03-06,2025-03-07,54
SKU-JAC-0025,StitchWorks India,49,1639,2025-01-12,2025-03-04,2025-03-04,51
SKU-TSH-0032,WestCo Garments,40,627,2025-01-12,2025-02-19,2025-02-19,38
SKU-SHO-0040,WestCo Garments,40,711,2025-01-12,2025-02-27,2025-03-04,51
SKU-SHI-0045,UrbanWeave Co.,59,896,2025-01-12,2025-02-11,2025-02-12,31
SKU-CRO-0048,Apex Fashions,44,736,2025-01-12,2025-02-09,2025-02-12,31
SKU-SHI-0003,KnitCraft Studio,150,1004,2025-01-19,2025-03-11,2025-03-16,56
SKU-PAN-0022,KnitCraft Studio,52,1076,2025-01-19,2025-03-13,2025-03-16,56
SKU-CRO-0043,WestCo Garments,44,677,2025-01-19,2025-03-12,2025-03-13,53
SKU-JAC-0044,StitchWorks India,57,1860,2025-01-19,2025-03-06,2025-03-09,49
SKU-TSH-0004,StitchWorks India,82,539,2025-01-26,2025-02-23,2025-02-26,31
SKU-SHI-0006,KnitCraft Studio,94,1097,2025-01-26,2025-03-19,2025-03-19,52
SKU-PAN-0008,StitchWorks India,101,1152,2025-01-26,2025-03-18,2025-03-18,51
SKU-PAN-0009,KnitCraft Studio,78,1008,2025-01-26,2025-03-15,2025-03-17,50
SKU-TSH-0010,WestCo Garments,69,782,2025-01-26,2025-03-05,2025-03-08,41
SKU-SHO-0011,WestCo Garments,64,761,2025-01-26,2025-03-12,2025-03-14,47
SKU-PAN-0016,KnitCraft Studio,40,970,2025-01-26,2025-03-22,2025-03-23,56
SKU-PAN-0018,Apex Fashions,52,1176,2025-01-26,2025-03-13,2025-03-13,46
SKU-PAN-0026,WestCo Garments,44,1332,2025-01-26,2025-03-17,2025-03-17,50
SKU-CRO-0030,WestCo Garments,46,621,2025-01-26,2025-03-18,2025-03-18,51
SKU-CRO-0037,StitchWorks India,48,657,2025-01-26,2025-03-05,2025-03-05,38
SKU-CRO-0038,WestCo Garments,40,1060,2025-01-26,2025-03-06,2025-03-06,39
SKU-SHO-0039,UrbanWeave Co.,48,809,2025-01-26,2025-02-27,2025-02-27,32
SKU-SHI-0051,StitchWorks India,40,928,2025-01-26,2025-03-09,2025-03-10,43
SKU-SHI-0054,KnitCraft Studio,40,963,2025-01-26,2025-02-26,2025-03-03,36
SKU-SHI-0001,UrbanWeave Co.,402,705,2025-02-02,2025-03-28,2025-03-29,55
SKU-CRO-0005,StitchWorks India,62,846,2025-02-02,2025-03-05,2025-03-10,36
SKU-SHI-0013,UrbanWeave Co.,40,1227,2025-02-02,2025-03-06,2025-03-06,32
SKU-CRO-0014,Apex Fashions,42,756,2025-02-02,2025-03-07,2025-03-07,33
SKU-SHI-0015,Apex Fashions,72,940,2025-02-02,2025-03-21,2025-03-23,49
SKU-CRO-0019,StitchWorks India,50,726,2025-02-02,2025-03-06,2025-03-09,35
SKU-PAN-0020,WestCo Garments,62,1163,2025-02-02,2025-03-23,2025-03-26,52
SKU-JAC-0027,StitchWorks India,40,1871,2025-02-02,2025-03-13,2025-03-15,41
SKU-PAN-0028,Apex Fashions,40,1317,2025-02-02,2025-03-07,2025-03-12,38
SKU-TSH-0029,KnitCraft Studio,40,701,2025-02-02,2025-03-21,2025-03-23,49
SKU-JAC-0031,WestCo Garments,59,1800,2025-02-02,2025-03-13,2025-03-18,44
SKU-SHO-0033,KnitCraft Studio,44,758,2025-02-02,2025-03-06,2025-03-08,34
SKU-PAN-0034,UrbanWeave Co.,57,1051,2025-02-02,2025-03-17,2025-03-20,46
SKU-CRO-0035,Apex Fashions,40,721,2025-02-02,2025-03-19,2025-03-21,47
