SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-SHO-0050,shorts,XL,24,0/0/4,999.0,N,2024-12-22
SKU-SHI-0051,shirts,XL,0,0/4/7,0.0,N,2024-12-22
SKU-SHI-0052,shirts,XL,0,0/4/4,0.0,N,2024-12-22
SKU-JAC-0053,jackets,XS,0,0/2/3,0.0,N,2024-12-22
SKU-SHI-0054,shirts,S,0,3/5/8,0.0,N,2024-12-22
SKU-JAC-0055,jackets,XS,16,2/4/8,120.0,N,2024-12-22
SKU-SHI-0001,shirts,M,0,69/272/532,0.0,N,2024-12-29
SKU-PAN-0002,pants,L,0,31/123/216,0.0,N,2024-12-29
SKU-SHI-0003,shirts,XL,0,20/86/152,0.0,N,2024-12-29
SKU-TSH-0004,tshirts,L,0,15/57/99,0.0,N,2024-12-29
SKU-CRO-0005,croptops,M,0,11/43/91,0.0,N,2024-12-29
SKU-SHI-0006,shirts,M,0,10/37/65,0.0,N,2024-12-29
SKU-CRO-0007,croptops,L,0,9/30/56,0.0,N,2024-12-29
SKU-PAN-0008,pants,L,0,9/36/67,0.0,N,2024-12-29
SKU-PAN-0009,pants,L,0,6/21/47,0.0,N,2024-12-29
SKU-TSH-0010,tshirts,L,0,7/21/36,0.0,N,2024-12-29
SKU-SHO-0011,shorts,XS,0,4/19/31,0.0,N,2024-12-29
SKU-TSH-0012,tshirts,L,0,6/20/32,0.0,N,2024-12-29
SKU-SHI-0013,shirts,XS,0,2/8/23,0.0,N,2024-12-29
SKU-CRO-0014,croptops,L,0,3/17/31,0.0,N,2024-12-29
SKU-SHI-0015,shirts,XXL,0,3/10/15,0.0,N,2024-12-29
SKU-PAN-0016,pants,XXL,0,4/18/29,0.0,N,2024-12-29
SKU-SHI-0017,shirts,M,0,1/11/23,0.0,N,2024-12-29
SKU-PAN-0018,pants,M,0,3/10/21,0.0,N,2024-12-29
SKU-CRO-0019,croptops,M,0,2/11/22,0.0,N,2024-12-29
SKU-PAN-0020,pants,XL,0,3/10/13,0.0,N,2024-12-29
SKU-PAN-0021,pants,L,0,5/12/16,0.0,N,2024-12-29
SKU-PAN-0022,pants,XL,0,2/9/13,0.0,N,2024-12-29
SKU-SHO-0023,shorts,M,0,1/6/15,0.0,N,2024-12-29
SKU-SHI-0024,shirts,L,0,1/7/14,0.0,N,2024-12-29
SKU-JAC-0025,jackets,S,0,3/9/18,0.0,N,2024-12-29
SKU-PAN-0026,pants,M,0,0/4/13,0.0,N,2024-12-29
SKU-JAC-0027,jackets,XXL,0,2/6/13,0.0,N,2024-12-29
SKU-PAN-0028,pants,XL,0,5/11/16,0.0,N,2024-12-29
SKU-TSH-0029,tshirts,L,0,0/6/13,0.0,N,2024-12-29
SKU-CRO-0030,croptops,XL,0,0/6/14,0.0,N,2024-12-29
SKU-JAC-0031,jackets,M,0,1/9/14,0.0,N,2024-12-29
SKU-TSH-0032,tshirts,M,0,3/11/16,0.0,N,2024-12-29
SKU-SHO-0033,shorts,S,0,1/2/5,0.0,N,2024-12-29
SKU-PAN-0034,pants,L,0,0/4/11,0.0,N,2024-12-29
SKU-CRO-0035,croptops,M,0,1/7/15,0.0,N,2024-12-29
SKU-SHI-0036,shirts,S,0,1/6/7,0.0,N,2024-12-29
SKU-CRO-0037,croptops,M,0,0/5/9,0.0,N,2024-12-29
SKU-CRO-0038,croptops,XXL,0,0/3/7,0.0,N,2024-12-29
SKU-SHO-0039,shorts,L,0,4/10/15,0.0,N,2024-12-29
SKU-SHO-0040,shorts,XXL,0,1/7/14,0.0,N,2024-12-29
SKU-TSH-0041,tshirts,M,20,0/3/9,200.0,N,2024-12-29
SKU-CRO-0042,croptops,S,0,0/2/5,0.0,N,2024-12-29
SKU-CRO-0043,croptops,L,0,0/3/7,0.0,N,2024-12-29
SKU-JAC-0044,jackets,S,0,2/2/6,0.0,N,2024-12-29
SKU-SHI-0045,shirts,XS,4,1/5/7,24.0,N,2024-12-29
SKU-JAC-0046,jackets,XS,6,2/5/11,36.0,N,2024-12-29
SKU-PAN-0047,pants,XXL,0,3/5/8,0.0,N,2024-12-29
SKU-CRO-0048,croptops,XS,0,1/2/8,0.0,N,2024-12-29
SKU-TSH-0049,tshirts,XS,17,0/3/5,170.0,N,2024-12-29
SKU-SHO-0050,shorts,XS,24,0/0/4,999.0,N,2024-12-29
SKU-SHI-0051,shirts,XXL,0,0/3/6,0.0,N,2024-12-29
SKU-SHI-0052,shirts,XXL,0,0/2/4,0.0,N,2024-12-29
SKU-JAC-0053,jackets,XXL,0,0/2/2,0.0,N,2024-12-29
SKU-SHI-0054,shirts,XL,0,0/3/8,0.0,N,2024-12-29
SKU-JAC-0055,jackets,XL,16,0/4/6,120.0,N,2024-12-29
SKU-SHI-0001,shirts,L,0,56/271/507,0.0,N,2025-01-05
SKU-PAN-0002,pants,XL,0,32/130/217,0.0,N,2025-01-05
SKU-SHI-0003,shirts,XS,0,19/87/152,0.0,N,2025-01-05
SKU-TSH-0004,tshirts,XS,0,13/62/97,0.0,N,2025-01-05
SKU-CRO-0005,croptops,S,0,14/49/90,0.0,N,2025-01-05
SKU-SHI-0006,shirts,M,0,5/33/58,0.0,N,2025-01-05
SKU-CRO-0007,croptops,XS,0,3/26/50,0.0,N,2025-01-05
SKU-PAN-0008,pants,XL,0,4/32/62,0.0,N,2025-01-05
SKU-PAN-0009,pants,M,0,2/17/41,0.0,N,2025-01-05
SKU-TSH-0010,tshirts,M,0,2/20/33,0.0,N,2025-01-05
SKU-SHO-0011,shorts,XXL,0,4/15/29,0.0,N,2025-01-05
SKU-TSH-0012,tshirts,M,0,8/22/36,0.0,N,2025-01-05
SKU-SHI-0013,shirts,XXL,0,2/9/21,0.0,N,2025-01-05
SKU-CRO-0014,croptops,S,0,7/19/35,0.0,N,2025-01-05
SKU-SHI-0015,shirts,XXL,0,3/10/16,0.0,N,2025-01-05
SKU-PAN-0016,pants,XXL,0,3/21/31,0.0,N,2025-01-05
SKU-SHI-0017,shirts,L,0,2/11/23,0.0,N,2025-01-05
SKU-PAN-0018,pants,M,0,3/9/21,0.0,N,2025-01-05
SKU-CRO-0019,croptops,XS,0,2/10/18,0.0,N,2025-01-05
SKU-PAN-0020,pants,XXL,0,3/11/16,0.0,N,2025-01-05
SKU-PAN-0021,pants,XL,0,0/10/14,0.0,N,2025-01-05
SKU-PAN-0022,pants,XS,0,0/5/11,0.0,N,2025-01-05
SKU-SHO-0023,shorts,XS,0,3/8/16,0.0,N,2025-01-05
SKU-SHI-0024,shirts,XL,0,1/8/13,0.0,N,2025-01-05
SKU-JAC-0025,jackets,XS,0,0/7/16,0.0,N,2025-01-05
SKU-PAN-0026,pants,XL,0,2/3/13,0.0,N,2025-01-05
SKU-JAC-0027,jackets,XXL,0,1/5/9,0.0,N,2025-01-05
SKU-PAN-0028,pants,S,0,0/10/15,0.0,N,2025-01-05
SKU-TSH-0029,tshirts,XS,0,0/5/10,0.0,N,2025-01-05
SKU-CRO-0030,croptops,XL,0,0/3/14,0.0,N,2025-01-05
SKU-JAC-0031,jackets,XXL,0,0/5/14,0.0,N,2025-01-05
SKU-TSH-0032,tshirts,L,0,4/13/19,0.0,N,2025-01-05
SKU-SHO-0033,shorts,L,0,0/2/4,0.0,N,2025-01-05
SKU-PAN-0034,pants,L,0,5/7/14,0.0,N,2025-01-05
SKU-CRO-0035,croptops,M,0,2/6/12,0.0,N,2025-01-05
SKU-SHI-0036,shirts,L,0,0/5/7,0.0,N,2025-01-05
SKU-CRO-0037,croptops,L,0,0/3/8,0.0,N,2025-01-05
SKU-CRO-0038,croptops,XXL,0,1/3/7,0.0,N,2025-01-05
SKU-SHO-0039,shorts,XS,0,1/10/14,0.0,N,2025-01-05
SKU-SHO-0040,shorts,XL,0,0/4/12,0.0,N,2025-01-05
SKU-TSH-0041,tshirts,L,19,1/2/10,285.0,N,2025-01-05
SKU-CRO-0042,croptops,XL,0,1/3/6,0.0,N,2025-01-05
SKU-CRO-0043,croptops,XS,0,2/4/9,0.0,N,2025-01-05
SKU-JAC-0044,jackets,S,0,1/3/5,0.0,N,2025-01-05
SKU-SHI-0045,shirts,XXL,3,1/5/8,18.0,N,2025-01-05
SKU-JAC-0046,jackets,XXL,3,3/7/12,12.9,N,2025-01-05
SKU-PAN-0047,pants,XXL,0,0/5/8,0.0,N,2025-01-05
SKU-CRO-0048,croptops,XS,0,0/2/6,0.0,N,2025-01-05
SKU-TSH-0049,tshirts,XXL,17,0/2/3,255.0,N,2025-01-05
SKU-SHO-0050,shorts,L,24,0/0/2,999.0,N,2025-01-05
SKU-SHI-0051,shirts,XXL,0,0/3/6,0.0,N,2025-01-05
SKU-SHI-0052,shirts,XS,0,0/1/4,0.0,N,2025-01-05
SKU-JAC-0053,jackets,XL,0,1/2/3,0.0,N,2025-01-05
SKU-SHI-0054,shirts,M,0,0/3/7,0.0,N,2025-01-05
SKU-JAC-0055,jackets,XXL,15,1/4/6,112.5,N,2025-01-05
SKU-SHI-0001,shirts,XL,0,59/266/500,0.0,N,2025-01-12
SKU-PAN-0002,pants,L,0,28/129/220,0.0,N,2025-01-12
SKU-SHI-0003,shirts,XS,0,16/81/143,0.0,N,2025-01-12
SKU-TSH-0004,tshirts,XL,0,7/56/91,0.0,N,2025-01-12
SKU-CRO-0005,croptops,XL,0,7/47/88,0.0,N,2025-01-12
SKU-SHI-0006,shirts,XS,0,9/34/61,0.0,N,2025-01-12
SKU-CRO-0007,croptops,XL,0,8/29/53,0.0,N,2025-01-12
SKU-PAN-0008,pants,S,0,13/40/64,0.0,N,2025-01-12
SKU-PAN-0009,pants,M,0,12/24/48,0.0,N,2025-01-12
SKU-TSH-0010,tshirts,XXL,0,7/24/36,0.0,N,2025-01-12
SKU-SHO-0011,shorts,S,0,3/13/31,0.0,N,2025-01-12
SKU-TSH-0012,tshirts,XS,0,5/25/39,0.0,N,2025-01-12
SKU-SHI-0013,shirts,L,0,0/8/16,0.0,N,2025-01-12
SKU-CRO-0014,croptops,M,0,1/15/32,0.0,N,2025-01-12
SKU-SHI-0015,shirts,S,0,1/8/16,0.0,N,2025-01-12
SKU-PAN-0016,pants,S,0,1/19/28,0.0,N,2025-01-12
SKU-SHI-0017,shirts,S,0,1/8/23,0.0,N,2025-01-12
SKU-PAN-0018,pants,L,0,3/11/22,0.0,N,2025-01-12
SKU-CRO-0019,croptops,XS,0,1/8/19,0.0,N,2025-01-12
SKU-PAN-0020,pants,S,0,0/9/15,0.0,N,2025-01-12
SKU-PAN-0021,pants,L,0,1/7/15,0.0,N,2025-01-12
SKU-PAN-0022,pants,S,0,1/5/11,0.0,N,2025-01-12
SKU-SHO-0023,shorts,S,0,2/8/15,0.0,N,2025-01-12
SKU-SHI-0024,shirts,XXL,0,2/6/12,0.0,N,2025-01-12
SKU-JAC-0025,jackets,XXL,0,2/6/15,0.0,N,2025-01-12
SKU-PAN-0026,pants,XL,0,0/2/10,0.0,N,2025-01-12
SKU-JAC-0027,jackets,S,0,4/8/13,0.0,N,2025-01-12
SKU-PAN-0028,pants,L,0,0/9/15,0.0,N,2025-01-12
SKU-TSH-0029,tshirts,XXL,0,1/4/8,0.0,N,2025-01-12
SKU-CRO-0030,croptops,XS,0,0/1/12,0.0,N,2025-01-12
SKU-JAC-0031,jackets,M,0,2/7/15,0.0,N,2025-01-12
SKU-TSH-0032,tshirts,XS,0,1/12/19,0.0,N,2025-01-12
SKU-SHO-0033,shorts,M,0,0/2/3,0.0,N,2025-01-12
SKU-PAN-0034,pants,M,0,2/8/14,0.0,N,2025-01-12
SKU-CRO-0035,croptops,S,0,2/7/13,0.0,N,2025-01-12
SKU-SHI-0036,shirts,L,0,2/3/9,0.0,N,2025-01-12
SKU-CRO-0037,croptops,M,0,0/3/7,0.0,N,2025-01-12
SKU-CRO-0038,croptops,XS,0,2/4/8,0.0,N,2025-01-12
SKU-SHO-0039,shorts,XS,0,1/9/13,0.0,N,2025-01-12
SKU-SHO-0040,shorts,S,0,2/6/13,0.0,N,2025-01-12
SKU-TSH-0041,tshirts,XL,19,0/2/8,285.0,N,2025-01-12
SKU-CRO-0042,croptops,L,0,0/2/4,0.0,N,2025-01-12
SKU-CRO-0043,croptops,M,0,1/5/9,0.0,N,2025-01-12
SKU-JAC-0044,jackets,XL,0,0/3/5,0.0,N,2025-01-12
SKU-SHI-0045,shirts,XS,1,2/6/10,5.0,N,2025-01-12
SKU-JAC-0046,jackets,XS,3,0/7/9,12.9,N,2025-01-12
SKU-PAN-0047,pants,L,0,0/5/8,0.0,N,2025-01-12
SKU-CRO-0048,croptops,XS,0,0/1/6,0.0,N,2025-01-12
SKU-TSH-0049,tshirts,S,16,1/2/4,240.0,N,2025-01-12
SKU-SHO-0050,shorts,S,22,2/2/3,330.0,N,2025-01-12
SKU-SHI-0051,shirts,XL,0,1/3/6,0.0,N,2025-01-12
SKU-SHI-0052,shirts,S,0,0/0/4,999.0,N,2025-01-12
SKU-JAC-0053,jackets,XXL,0,1/2/4,0.0,N,2025-01-12
SKU-SHI-0054,shirts,XL,0,0/3/5,0.0,N,2025-01-12
SKU-JAC-0055,jackets,M,15,0/3/6,150.0,N,2025-01-12
SKU-SHI-0001,shirts,XS,0,59/260/509,0.0,N,2025-01-19
SKU-PAN-0002,pants,XL,0,28/126/236,0.0,N,2025-01-19
SKU-SHI-0003,shirts,M,0,13/75/147,0.0,N,2025-01-19
SKU-TSH-0004,tshirts,M,0,8/46/95,0.0,N,2025-01-19
SKU-CRO-0005,croptops,XXL,0,11/48/89,0.0,N,2025-01-19
SKU-SHI-0006,shirts,S,0,9/35/67,0.0,N,2025-01-19
SKU-CRO-0007,croptops,L,0,5/27/55,0.0,N,2025-01-19
SKU-PAN-0008,pants,XS,0,7/37/67,0.0,N,2025-01-19
SKU-PAN-0009,pants,XS,0,5/27/48,0.0,N,2025-01-19
SKU-TSH-0010,tshirts,XS,0,6/24/41,0.0,N,2025-01-19
SKU-SHO-0011,shorts,S,0,3/14/31,0.0,N,2025-01-19
SKU-TSH-0012,tshirts,XL,0,3/23/40,0.0,N,2025-01-19
SKU-SHI-0013,shirts,M,0,4/10/17,0.0,N,2025-01-19
SKU-CRO-0014,croptops,L,0,7/19/36,0.0,N,2025-01-19
SKU-SHI-0015,shirts,XXL,0,2/9/17,0.0,N,2025-01-19
SKU-PAN-0016,pants,XS,0,6/17/31,0.0,N,2025-01-19
SKU-SHI-0017,shirts,S,0,3/8/21,0.0,N,2025-01-19
SKU-PAN-0018,pants,XL,0,2/11/21,0.0,N,2025-01-19
SKU-CRO-0019,croptops,XS,0,2/9/19,0.0,N,2025-01-19
SKU-PAN-0020,pants,XS,0,3/10/16,0.0,N,2025-01-19
SKU-PAN-0021,pants,S,0,1/8/16,0.0,N,2025-01-19
SKU-PAN-0022,pants,XS,0,4/8/15,0.0,N,2025-01-19
SKU-SHO-0023,shorts,XXL,0,0/7/15,0.0,N,2025-01-19
SKU-SHI-0024,shirts,L,0,3/7/15,0.0,N,2025-01-19
SKU-JAC-0025,jackets,L,0,4/9/19,0.0,N,2025-01-19
SKU-PAN-0026,pants,L,0,1/3/11,0.0,N,2025-01-19
SKU-JAC-0027,jackets,M,0,0/7/12,0.0,N,2025-01-19
SKU-PAN-0028,pants,L,0,0/6/14,0.0,N,2025-01-19
SKU-TSH-0029,tshirts,S,0,1/3/9,0.0,N,2025-01-19
SKU-CRO-0030,croptops,M,0,1/1/10,0.0,N,2025-01-19
SKU-JAC-0031,jackets,S,0,0/3/13,0.0,N,2025-01-19
SKU-TSH-0032,tshirts,XS,0,0/8/17,0.0,N,2025-01-19
SKU-SHO-0033,shorts,XXL,0,2/4/5,0.0,N,2025-01-19
SKU-PAN-0034,pants,XL,0,3/11/14,0.0,N,2025-01-19
SKU-CRO-0035,croptops,XXL,0,0/6/12,0.0,N,2025-01-19
SKU-SHI-0036,shirts,M,0,1/4/10,0.0,N,2025-01-19
SKU-CRO-0037,croptops,S,0,0/0/5,999.0,N,2025-01-19
SKU-CRO-0038,croptops,L,0,0/3/6,0.0,N,2025-01-19
SKU-SHO-0039,shorts,XXL,0,0/8/12,0.0,N,2025-01-19
SKU-SHO-0040,shorts,XXL,0,0/4/12,0.0,N,2025-01-19
SKU-TSH-0041,tshirts,S,16,3/5/9,96.0,N,2025-01-19
SKU-CRO-0042,croptops,XS,0,1/3/4,0.0,N,2025-01-19
SKU-CRO-0043,croptops,XS,0,1/4/8,0.0,N,2025-01-19
SKU-JAC-0044,jackets,XXL,0,1/4/6,0.0,N,2025-01-19
SKU-SHI-0045,shirts,XXL,0,2/6/10,0.0,N,2025-01-19
SKU-JAC-0046,jackets,M,3,0/6/9,15.0,N,2025-01-19
SKU-PAN-0047,pants,M,0,1/4/8,0.0,N,2025-01-19
SKU-CRO-0048,croptops,XS,0,1/2/6,0.0,N,2025-01-19
SKU-TSH-0049,tshirts,XL,16,0/1/4,480.0,N,2025-01-19
SKU-SHO-0050,shorts,M,21,1/3/3,210.0,N,2025-01-19
SKU-SHI-0051,shirts,L,0,3/4/9,0.0,N,2025-01-19
SKU-SHI-0052,shirts,XL,0,1/1/5,0.0,N,2025-01-19
SKU-JAC-0053,jackets,L,0,3/5/7,0.0,N,2025-01-19
SKU-SHI-0054,shirts,M,0,3/4/8,0.0,N,2025-01-19
SKU-JAC-0055,jackets,S,15,0/1/5,450.0,N,2025-01-19
SKU-SHI-0001,shirts,S,0,57/253/513,0.0,N,2025-01-26
SKU-PAN-0002,pants,XS,0,32/126/247,0.0,N,2025-01-26
SKU-SHI-0003,shirts,L,0,15/68/153,0.0,N,2025-01-26
SKU-TSH-0004,tshirts,M,0,13/45/99,0.0,N,2025-01-26
SKU-CRO-0005,croptops,XS,0,6/44/85,0.0,N,2025-01-26
SKU-SHI-0006,shirts,XS,0,8/34/69,0.0,N,2025-01-26
SKU-CRO-0007,croptops,XS,0,6/27/53,0.0,N,2025-01-26
SKU-PAN-0008,pants,XS,0,4/32/65,0.0,N,2025-01-26
SKU-PAN-0009,pants,XXL,0,4/24/45,0.0,N,2025-01-26
SKU-TSH-0010,tshirts,L,0,6/22/43,0.0,N,2025-01-26
SKU-SHO-0011,shorts,M,0,1/12/30,0.0,N,2025-01-26
SKU-TSH-0012,tshirts,M,0,10/28/46,0.0,N,2025-01-26
SKU-SHI-0013,shirts,XXL,0,3/10/20,0.0,N,2025-01-26
SKU-CRO-0014,croptops,M,0,4/20/38,0.0,N,2025-01-26
SKU-SHI-0015,shirts,S,0,2/9/18,0.0,N,2025-01-26
SKU-PAN-0016,pants,XXL,0,0/11/28,0.0,N,2025-01-26
SKU-SHI-0017,shirts,S,0,7/13/26,0.0,N,2025-01-26
SKU-PAN-0018,pants,S,0,3/12/21,0.0,N,2025-01-26
SKU-CRO-0019,croptops,S,0,4/9/20,0.0,N,2025-01-26
SKU-PAN-0020,pants,M,0,4/10/20,0.0,N,2025-01-26
SKU-PAN-0021,pants,XXL,0,1/6/16,0.0,N,2025-01-26
SKU-PAN-0022,pants,XS,0,2/8/16,0.0,N,2025-01-26
SKU-SHO-0023,shorts,M,0,3/9/14,0.0,N,2025-01-26
SKU-SHI-0024,shirts,S,0,0/7/14,0.0,N,2025-01-26
SKU-JAC-0025,jackets,S,0,2/9/17,0.0,N,2025-01-26
SKU-PAN-0026,pants,XXL,0,2/5/9,0.0,N,2025-01-26
SKU-JAC-0027,jackets,XXL,0,0/5/12,0.0,N,2025-01-26
SKU-PAN-0028,pants,S,0,0/1/12,0.0,N,2025-01-26
SKU-TSH-0029,tshirts,S,0,0/2/8,0.0,N,2025-01-26
SKU-CRO-0030,croptops,L,0,6/7/14,0.0,N,2025-01-26
SKU-JAC-0031,jackets,M,0,1/4/12,0.0,N,2025-01-26
SKU-TSH-0032,tshirts,XL,0,1/7/17,0.0,N,2025-01-26
SKU-SHO-0033,shorts,S,0,0/2/4,0.0,N,2025-01-26
SKU-PAN-0034,pants,XL,0,4/14/18,0.0,N,2025-01-26
SKU-CRO-0035,croptops,XL,0,0/4/11,0.0,N,2025-01-26
SKU-SHI-0036,shirts,S,0,2/5/12,0.0,N,2025-01-26
SKU-CRO-0037,croptops,XS,0,1/1/6,0.0,N,2025-01-26
SKU-CRO-0038,croptops,XL,0,1/4/7,0.0,N,2025-01-26
SKU-SHO-0039,shorts,L,0,1/4/13,0.0,N,2025-01-26
SKU-SHO-0040,shorts,XS,0,1/3/11,0.0,N,2025-01-26
SKU-TSH-0041,tshirts,XL,16,0/4/7,120.0,N,2025-01-26
SKU-CRO-0042,croptops,L,0,1/3/5,0.0,N,2025-01-26
SKU-CRO-0043,croptops,XL,0,3/7/10,0.0,N,2025-01-26
SKU-JAC-0044,jackets,S,0,0/2/4,0.0,N,2025-01-26
SKU-SHI-0045,shirts,S,0,4/9/14,0.0,N,2025-01-26
SKU-JAC-0046,jackets,XL,3,0/3/8,30.0,N,2025-01-26
SKU-PAN-0047,pants,L,0,0/3/7,0.0,N,2025-01-26
SKU-CRO-0048,croptops,XXL,0,1/2/4,0.0,N,2025-01-26
SKU-TSH-0049,tshirts,L,13,3/4/7,97.5,N,2025-01-26
SKU-SHO-0050,shorts,L,20,1/4/4,150.0,N,2025-01-26
SKU-SHI-0051,shirts,M,0,0/4/7,0.0,N,2025-01-26
SKU-SHI-0052,shirts,XXL,0,0/1/3,0.0,N,2025-01-26
SKU-JAC-0053,jackets,M,0,0/5/7,0.0,N,2025-01-26
SKU-SHI-0054,shirts,M,0,0/3/6,0.0,N,2025-01-26
SKU-JAC-0055,jackets,L,15,0/1/5,450.0,N,2025-01-26
SKU-SHI-0001,shirts,XL,0,53/252/519,0.0,N,2025-02-02
SKU-PAN-0002,pants,L,0,27/119/249,0.0,N,2025-02-02
SKU-SHI-0003,shirts,XL,0,13/64/152,0.0,N,2025-02-02
SKU-TSH-0004,tshirts,XXL,0,10/41/101,0.0,N,2025-02-02
SKU-CRO-0005,croptops,S,0,6/35/79,0.0,N,2025-02-02
SKU-SHI-0006,shirts,M,0,6/33/67,0.0,N,2025-02-02
SKU-CRO-0007,croptops,S,0,2/22/48,0.0,N,2025-02-02
SKU-PAN-0008,pants,S,0,2/27/59,0.0,N,2025-02-02
SKU-PAN-0009,pants,XS,0,3/25/45,0.0,N,2025-02-02
SKU-TSH-0010,tshirts,S,0,3/24/42,0.0,N,2025-02-02
SKU-SHO-0011,shorts,M,0,4/13/26,0.0,N,2025-02-02
SKU-TSH-0012,tshirts,XS,0,2/24/45,0.0,N,2025-02-02
SKU-SHI-0013,shirts,XS,0,4/12/20,0.0,N,2025-02-02
SKU-CRO-0014,croptops,XS,0,7/20/38,0.0,N,2025-02-02
SKU-SHI-0015,shirts,L,0,4/9/19,0.0,N,2025-02-02
SKU-PAN-0016,pants,XXL,0,2/9/30,0.0,N,2025-02-02
SKU-SHI-0017,shirts,XL,0,1/12/23,0.0,N,2025-02-02
SKU-PAN-0018,pants,S,0,3/12/21,0.0,N,2025-02-02
SKU-CRO-0019,croptops,L,0,3/11/21,0.0,N,2025-02-02
SKU-PAN-0020,pants,XXL,0,0/8/18,0.0,N,2025-02-02
SKU-PAN-0021,pants,XXL,0,3/6/17,0.0,N,2025-02-02
SKU-PAN-0022,pants,S,0,5/12/19,0.0,N,2025-02-02
SKU-SHO-0023,shorts,XS,0,0/6/13,0.0,N,2025-02-02
SKU-SHI-0024,shirts,S,0,2/8/15,0.0,N,2025-02-02
SKU-JAC-0025,jackets,M,0,1/9/16,0.0,N,2025-02-02
SKU-PAN-0026,pants,L,0,1/4/9,0.0,N,2025-02-02
SKU-JAC-0027,jackets,S,0,1/6/11,0.0,N,2025-02-02
SKU-PAN-0028,pants,XS,0,3/3/13,0.0,N,2025-02-02
SKU-TSH-0029,tshirts,XL,0,1/3/8,0.0,N,2025-02-02
SKU-CRO-0030,croptops,S,0,1/8/12,0.0,N,2025-02-02
SKU-JAC-0031,jackets,M,0,1/4/10,0.0,N,2025-02-02
SKU-TSH-0032,tshirts,S,0,1/4/17,0.0,N,2025-02-02
SKU-SHO-0033,shorts,S,0,1/3/5,0.0,N,2025-02-02
SKU-PAN-0034,pants,XXL,0,1/10/19,0.0,N,2025-02-02
SKU-CRO-0035,croptops,S,0,0/3/9,0.0,N,2025-02-02
SKU-SHI-0036,shirts,S,0,1/6/12,0.0,N,2025-02-02
SKU-CRO-0037,croptops,XL,0,0/1/5,0.0,N,2025-02-02
SKU-CRO-0038,croptops,M,0,0/3/6,0.0,N,2025-02-02
SKU-SHO-0039,shorts,S,0,1/3/13,0.0,N,2025-02-02
SKU-SHO-0040,shorts,S,0,1/4/8,0.0,N,2025-02-02
SKU-TSH-0041,tshirts,M,16,0/3/6,160.0,N,2025-02-02
SKU-CRO-0042,croptops,XS,0,0/2/5,0.0,N,2025-02-02
SKU-CRO-0043,croptops,L,0,1/7/10,0.0,N,2025-02-02
SKU-JAC-0044,jackets,L,0,1/3/5,0.0,N,2025-02-02
SKU-SHI-0045,shirts,L,0,1/9/14,0.0,N,2025-02-02
SKU-JAC-0046,jackets,XXL,3,0/2/7,45.0,N,2025-02-02
SKU-PAN-0047,pants,XS,0,0/1/6,0.0,N,2025-02-02
SKU-CRO-0048,croptops,XXL,0,0/2/4,0.0,N,2025-02-02
SKU-TSH-0049,tshirts,M,13,0/4/6,97.5,N,2025-02-02
SKU-SHO-0050,shorts,L,18,2/6/6,90.0,N,2025-02-02
SKU-SHI-0051,shirts,XS,0,2/6/9,0.0,N,2025-02-02
SKU-SHI-0052,shirts,S,0,1/2/3,0.0,N,2025-02-02
SKU-JAC-0053,jackets,XL,0,1/5/7,0.0,N,2025-02-02
SKU-SHI-0054,shirts,L,0,1/4/7,0.0,N,2025-02-02
SKU-JAC-0055,jackets,XL,15,0/0/4,999.0,N,2025-02-02
SKU-SHI-0001,shirts,M,0,38/223/490,0.0,N,2025-02-09
SKU-PAN-0002,pants,M,0,29/122/257,0.0,N,2025-02-09
SKU-SHI-0003,shirts,S,0,13/55/143,0.0,N,2025-02-09
SKU-TSH-0004,tshirts,XS,0,12/46/104,0.0,N,2025-02-09
SKU-CRO-0005,croptops,XXL,0,10/37/86,0.0,N,2025-02-09
SKU-SHI-0006,shirts,XS,0,7/31/66,0.0,N,2025-02-09
SKU-CRO-0007,croptops,XS,0,8/23/50,0.0,N,2025-02-09
SKU-PAN-0008,pants,XXL,0,4/20/58,0.0,N,2025-02-09
SKU-PAN-0009,pants,M,0,4/19/40,0.0,N,2025-02-09
SKU-TSH-0010,tshirts,M,0,3/20/44,0.0,N,2025-02-09
SKU-SHO-0011,shorts,XXL,0,1/12/23,0.0,N,2025-02-09
SKU-TSH-0012,tshirts,XS,0,7/25/48,0.0,N,2025-02-09
SKU-SHI-0013,shirts,S,0,2/13/21,0.0,N,2025-02-09
SKU-CRO-0014,croptops,XXL,0,2/20/36,0.0,N,2025-02-09
SKU-SHI-0015,shirts,XS,0,1/9/17,0.0,N,2025-02-09
SKU-PAN-0016,pants,XL,0,1/9/28,0.0,N,2025-02-09
SKU-SHI-0017,shirts,S,0,2/13/22,0.0,N,2025-02-09
SKU-PAN-0018,pants,L,0,5/13/24,0.0,N,2025-02-09
SKU-CRO-0019,croptops,L,0,1/10/21,0.0,N,2025-02-09
SKU-PAN-0020,pants,S,0,0/7/16,0.0,N,2025-02-09
SKU-PAN-0021,pants,M,0,0/5/14,0.0,N,2025-02-09
SKU-PAN-0022,pants,XL,0,1/12/17,0.0,N,2025-02-09
SKU-SHO-0023,shorts,S,0,3/7/14,0.0,N,2025-02-09
SKU-SHI-0024,shirts,M,0,0/6/12,0.0,N,2025-02-09
SKU-JAC-0025,jackets,XL,0,2/10/15,0.0,N,2025-02-09
SKU-PAN-0026,pants,XXL,0,0/4/6,0.0,N,2025-02-09
